Training with a single process on 1 GPUs.
Model ViTAE_basic_Small created, param count: 24032136
Model ViTAE_basic_Small created, trainable param count: 24009096
Data processing configuration for current model + dataset:
	input_size: (3, 224, 224)
Train: 0 [7250/10009 ( 72%)]  Loss:  6.863304 (6.8956)  Time: 0.685s,  186.83/s  (1.756s,   72.91/s)  LR: 1.000e-06  Data: 0.017 (1.094)
Train: 0 [7300/10009 ( 73%)]  Loss:  6.882626 (6.8954)  Time: 0.654s,  195.65/s  (1.754s,   72.98/s)  LR: 1.000e-06  Data: 0.016 (1.092)
Train: 0 [7350/10009 ( 73%)]  Loss:  6.876184 (6.8952)  Time: 0.678s,  188.83/s  (1.754s,   72.99/s)  LR: 1.000e-06  Data: 0.022 (1.092)
Train: 0 [7400/10009 ( 74%)]  Loss:  6.857119 (6.8949)  Time: 0.684s,  187.20/s  (1.754s,   72.98/s)  LR: 1.000e-06  Data: 0.021 (1.092)
Train: 0 [7450/10009 ( 74%)]  Loss:  6.894278 (6.8947)  Time: 0.674s,  189.89/s  (1.753s,   73.03/s)  LR: 1.000e-06  Data: 0.016 (1.091)
Train: 0 [7500/10009 ( 75%)]  Loss:  6.830355 (6.8945)  Time: 0.675s,  189.54/s  (1.753s,   73.04/s)  LR: 1.000e-06  Data: 0.017 (1.091)
Train: 0 [7550/10009 ( 75%)]  Loss:  6.898719 (6.8943)  Time: 0.676s,  189.23/s  (1.753s,   73.04/s)  LR: 1.000e-06  Data: 0.017 (1.091)
Train: 0 [7600/10009 ( 76%)]  Loss:  6.873495 (6.8941)  Time: 0.673s,  190.19/s  (1.752s,   73.07/s)  LR: 1.000e-06  Data: 0.016 (1.090)
Train: 0 [7650/10009 ( 76%)]  Loss:  6.871447 (6.8939)  Time: 0.680s,  188.31/s  (1.749s,   73.19/s)  LR: 1.000e-06  Data: 0.017 (1.087)
Train: 0 [7700/10009 ( 77%)]  Loss:  6.821581 (6.8937)  Time: 0.649s,  197.20/s  (1.749s,   73.19/s)  LR: 1.000e-06  Data: 0.015 (1.087)
Train: 0 [7750/10009 ( 77%)]  Loss:  6.875333 (6.8934)  Time: 0.654s,  195.81/s  (1.749s,   73.20/s)  LR: 1.000e-06  Data: 0.014 (1.087)
Train: 0 [7800/10009 ( 78%)]  Loss:  6.822445 (6.8932)  Time: 0.673s,  190.07/s  (1.750s,   73.13/s)  LR: 1.000e-06  Data: 0.017 (1.088)
Train: 0 [7850/10009 ( 78%)]  Loss:  6.852225 (6.8930)  Time: 0.680s,  188.23/s  (1.750s,   73.15/s)  LR: 1.000e-06  Data: 0.016 (1.088)
Train: 0 [7900/10009 ( 79%)]  Loss:  6.890964 (6.8928)  Time: 0.657s,  194.84/s  (1.747s,   73.25/s)  LR: 1.000e-06  Data: 0.015 (1.086)
Train: 0 [7950/10009 ( 79%)]  Loss:  6.840013 (6.8926)  Time: 0.668s,  191.72/s  (1.746s,   73.32/s)  LR: 1.000e-06  Data: 0.016 (1.084)
Train: 0 [8000/10009 ( 80%)]  Loss:  6.846786 (6.8924)  Time: 0.664s,  192.64/s  (1.747s,   73.28/s)  LR: 1.000e-06  Data: 0.017 (1.085)
Train: 0 [8050/10009 ( 80%)]  Loss:  6.867502 (6.8922)  Time: 0.662s,  193.47/s  (1.746s,   73.29/s)  LR: 1.000e-06  Data: 0.014 (1.085)
Train: 0 [8100/10009 ( 81%)]  Loss:  6.827806 (6.8920)  Time: 0.676s,  189.34/s  (1.745s,   73.35/s)  LR: 1.000e-06  Data: 0.017 (1.084)
Train: 0 [8150/10009 ( 81%)]  Loss:  6.868207 (6.8918)  Time: 0.655s,  195.54/s  (1.743s,   73.42/s)  LR: 1.000e-06  Data: 0.013 (1.082)
Train: 0 [8200/10009 ( 82%)]  Loss:  6.844023 (6.8915)  Time: 0.691s,  185.30/s  (1.744s,   73.41/s)  LR: 1.000e-06  Data: 0.017 (1.082)
Train: 0 [8250/10009 ( 82%)]  Loss:  6.848348 (6.8914)  Time: 0.672s,  190.38/s  (1.743s,   73.42/s)  LR: 1.000e-06  Data: 0.017 (1.082)
Train: 0 [8300/10009 ( 83%)]  Loss:  6.848636 (6.8912)  Time: 0.673s,  190.21/s  (1.745s,   73.37/s)  LR: 1.000e-06  Data: 0.017 (1.083)
Train: 0 [8350/10009 ( 83%)]  Loss:  6.897213 (6.8910)  Time: 0.674s,  189.97/s  (1.745s,   73.35/s)  LR: 1.000e-06  Data: 0.016 (1.084)
Train: 0 [8400/10009 ( 84%)]  Loss:  6.879159 (6.8908)  Time: 0.674s,  189.83/s  (1.746s,   73.30/s)  LR: 1.000e-06  Data: 0.017 (1.085)
Train: 0 [8450/10009 ( 84%)]  Loss:  6.873273 (6.8906)  Time: 0.677s,  188.99/s  (1.747s,   73.26/s)  LR: 1.000e-06  Data: 0.019 (1.086)
Train: 0 [8500/10009 ( 85%)]  Loss:  6.832620 (6.8904)  Time: 0.672s,  190.36/s  (1.748s,   73.24/s)  LR: 1.000e-06  Data: 0.016 (1.086)
Train: 0 [8550/10009 ( 85%)]  Loss:  6.877771 (6.8902)  Time: 0.661s,  193.71/s  (1.749s,   73.17/s)  LR: 1.000e-06  Data: 0.017 (1.088)
Train: 0 [8600/10009 ( 86%)]  Loss:  6.759863 (6.8900)  Time: 0.673s,  190.17/s  (1.754s,   72.98/s)  LR: 1.000e-06  Data: 0.017 (1.093)
Train: 0 [8650/10009 ( 86%)]  Loss:  6.863201 (6.8897)  Time: 11.371s,   11.26/s  (1.756s,   72.91/s)  LR: 1.000e-06  Data: 10.716 (1.094)
Train: 0 [8700/10009 ( 87%)]  Loss:  6.883080 (6.8895)  Time: 0.673s,  190.22/s  (1.756s,   72.89/s)  LR: 1.000e-06  Data: 0.017 (1.095)
Train: 0 [8750/10009 ( 87%)]  Loss:  6.810589 (6.8893)  Time: 0.656s,  195.18/s  (1.757s,   72.86/s)  LR: 1.000e-06  Data: 0.014 (1.095)
Train: 0 [8800/10009 ( 88%)]  Loss:  6.854702 (6.8891)  Time: 0.675s,  189.52/s  (1.758s,   72.82/s)  LR: 1.000e-06  Data: 0.017 (1.096)
Train: 0 [8850/10009 ( 88%)]  Loss:  6.863513 (6.8889)  Time: 11.184s,   11.45/s  (1.759s,   72.75/s)  LR: 1.000e-06  Data: 10.521 (1.098)
Train: 0 [8900/10009 ( 89%)]  Loss:  6.860831 (6.8887)  Time: 0.674s,  190.04/s  (1.760s,   72.73/s)  LR: 1.000e-06  Data: 0.016 (1.099)
Train: 0 [8950/10009 ( 89%)]  Loss:  6.853088 (6.8884)  Time: 0.677s,  189.18/s  (1.760s,   72.72/s)  LR: 1.000e-06  Data: 0.017 (1.099)
Train: 0 [9000/10009 ( 90%)]  Loss:  6.825885 (6.8883)  Time: 0.649s,  197.14/s  (1.761s,   72.69/s)  LR: 1.000e-06  Data: 0.017 (1.100)
Train: 0 [9050/10009 ( 90%)]  Loss:  6.842958 (6.8881)  Time: 9.707s,   13.19/s  (1.763s,   72.62/s)  LR: 1.000e-06  Data: 9.048 (1.101)
Train: 0 [9100/10009 ( 91%)]  Loss:  6.898401 (6.8879)  Time: 0.678s,  188.80/s  (1.764s,   72.58/s)  LR: 1.000e-06  Data: 0.017 (1.102)
Train: 0 [9150/10009 ( 91%)]  Loss:  6.880878 (6.8877)  Time: 0.680s,  188.34/s  (1.764s,   72.55/s)  LR: 1.000e-06  Data: 0.022 (1.103)
Train: 0 [9200/10009 ( 92%)]  Loss:  6.865201 (6.8875)  Time: 0.674s,  189.95/s  (1.765s,   72.51/s)  LR: 1.000e-06  Data: 0.017 (1.104)
Train: 0 [9250/10009 ( 92%)]  Loss:  6.868465 (6.8873)  Time: 10.054s,   12.73/s  (1.767s,   72.44/s)  LR: 1.000e-06  Data: 9.395 (1.106)
Train: 0 [9300/10009 ( 93%)]  Loss:  6.892298 (6.8871)  Time: 0.676s,  189.38/s  (1.768s,   72.39/s)  LR: 1.000e-06  Data: 0.017 (1.107)
Train: 0 [9350/10009 ( 93%)]  Loss:  6.872214 (6.8869)  Time: 0.679s,  188.55/s  (1.769s,   72.36/s)  LR: 1.000e-06  Data: 0.016 (1.108)
Train: 0 [9400/10009 ( 94%)]  Loss:  6.820194 (6.8866)  Time: 0.672s,  190.38/s  (1.769s,   72.35/s)  LR: 1.000e-06  Data: 0.016 (1.108)
Train: 0 [9450/10009 ( 94%)]  Loss:  6.877365 (6.8864)  Time: 4.441s,   28.82/s  (1.767s,   72.44/s)  LR: 1.000e-06  Data: 3.620 (1.106)
Train: 0 [9500/10009 ( 95%)]  Loss:  6.840930 (6.8862)  Time: 0.674s,  189.88/s  (1.764s,   72.55/s)  LR: 1.000e-06  Data: 0.017 (1.103)
Train: 0 [9550/10009 ( 95%)]  Loss:  6.863765 (6.8860)  Time: 0.684s,  187.25/s  (1.761s,   72.68/s)  LR: 1.000e-06  Data: 0.020 (1.100)
Train: 0 [9600/10009 ( 96%)]  Loss:  6.878357 (6.8857)  Time: 0.656s,  195.13/s  (1.758s,   72.82/s)  LR: 1.000e-06  Data: 0.017 (1.097)
Train: 0 [9650/10009 ( 96%)]  Loss:  6.867702 (6.8856)  Time: 3.712s,   34.48/s  (1.755s,   72.92/s)  LR: 1.000e-06  Data: 3.054 (1.094)
Train: 0 [9700/10009 ( 97%)]  Loss:  6.861385 (6.8853)  Time: 0.679s,  188.41/s  (1.752s,   73.06/s)  LR: 1.000e-06  Data: 0.018 (1.091)
Train: 0 [9750/10009 ( 97%)]  Loss:  6.779481 (6.8851)  Time: 3.588s,   35.68/s  (1.749s,   73.18/s)  LR: 1.000e-06  Data: 2.924 (1.088)
Train: 0 [9800/10009 ( 98%)]  Loss:  6.889332 (6.8849)  Time: 0.659s,  194.33/s  (1.746s,   73.30/s)  LR: 1.000e-06  Data: 0.013 (1.085)
Train: 0 [9850/10009 ( 98%)]  Loss:  6.870378 (6.8847)  Time: 3.392s,   37.74/s  (1.744s,   73.41/s)  LR: 1.000e-06  Data: 2.734 (1.083)
Train: 0 [9900/10009 ( 99%)]  Loss:  6.846077 (6.8845)  Time: 0.680s,  188.34/s  (1.741s,   73.54/s)  LR: 1.000e-06  Data: 0.017 (1.079)
Train: 0 [9950/10009 ( 99%)]  Loss:  6.827775 (6.8843)  Time: 4.974s,   25.74/s  (1.738s,   73.64/s)  LR: 1.000e-06  Data: 4.312 (1.077)
Train: 0 [10000/10009 (100%)]  Loss:  6.912374 (6.8841)  Time: 0.675s,  189.76/s  (1.735s,   73.76/s)  LR: 1.000e-06  Data: 0.017 (1.074)
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
Train: 0 [10008/10009 (100%)]  Loss:  6.880488 (6.8840)  Time: 1.074s,  119.19/s  (1.735s,   73.79/s)  LR: 1.000e-06  Data: 0.412 (1.074)
Test: [   0/390]  Time: 13.265 (13.265)  Loss:  6.2366 (6.2366)  Acc@1:  0.0000 ( 0.0000)  Acc@5: 17.9688 (17.9688)
Test: [  50/390]  Time: 0.225 (1.640)  Loss:  6.8065 (6.6665)  Acc@1:  0.0000 ( 0.7659)  Acc@5:  0.7812 ( 3.7684)
Test: [ 100/390]  Time: 0.227 (1.474)  Loss:  6.7521 (6.7355)  Acc@1:  0.0000 ( 0.4177)  Acc@5:  0.0000 ( 2.5139)
Test: [ 150/390]  Time: 0.227 (1.386)  Loss:  6.5557 (6.7141)  Acc@1:  9.3750 ( 0.5588)  Acc@5: 14.8438 ( 2.8611)
Test: [ 200/390]  Time: 0.224 (1.446)  Loss:  6.6469 (6.7215)  Acc@1:  5.4688 ( 0.5364)  Acc@5: 11.7188 ( 2.7596)
Test: [ 250/390]  Time: 0.226 (1.441)  Loss:  6.5170 (6.7245)  Acc@1:  2.3438 ( 0.5727)  Acc@5: 12.5000 ( 2.7173)
Test: [ 300/390]  Time: 0.237 (1.421)  Loss:  6.8004 (6.7340)  Acc@1:  0.0000 ( 0.4983)  Acc@5:  0.0000 ( 2.4502)
Test: [ 350/390]  Time: 0.227 (1.401)  Loss:  6.8604 (6.7398)  Acc@1:  0.0000 ( 0.4941)  Acc@5:  0.0000 ( 2.3927)
Test: [ 390/390]  Time: 1.319 (1.406)  Loss:  6.6085 (6.7094)  Acc@1:  0.0000 ( 0.7640)  Acc@5:  0.0000 ( 3.1180)
Test (EMA): [   0/390]  Time: 12.114 (12.114)  Loss:  6.9458 (6.9458)  Acc@1:  0.0000 ( 0.0000)  Acc@5:  1.5625 ( 1.5625)
Test (EMA): [  50/390]  Time: 0.229 (1.540)  Loss:  7.0564 (6.9446)  Acc@1:  0.0000 ( 0.0000)  Acc@5:  0.0000 ( 0.2757)
Test (EMA): [ 100/390]  Time: 0.222 (1.449)  Loss:  6.7515 (6.9446)  Acc@1:  0.0000 ( 0.1160)  Acc@5:  0.0000 ( 0.7194)
Test (EMA): [ 150/390]  Time: 0.227 (1.391)  Loss:  7.0023 (6.9393)  Acc@1:  0.0000 ( 0.0776)  Acc@5:  0.0000 ( 0.5639)
Test (EMA): [ 200/390]  Time: 0.223 (1.348)  Loss:  6.7245 (6.9381)  Acc@1:  1.5625 ( 0.0700)  Acc@5:  7.0312 ( 0.5286)
Test (EMA): [ 250/390]  Time: 8.480 (1.356)  Loss:  6.9717 (6.9377)  Acc@1:  0.0000 ( 0.0872)  Acc@5:  0.0000 ( 0.5852)
Test (EMA): [ 300/390]  Time: 1.746 (1.339)  Loss:  6.7808 (6.9495)  Acc@1:  0.0000 ( 0.0753)  Acc@5:  0.0000 ( 0.5217)
Test (EMA): [ 350/390]  Time: 0.227 (1.320)  Loss:  7.2505 (6.9487)  Acc@1:  0.0000 ( 0.0913)  Acc@5:  0.0000 ( 0.6099)
Test (EMA): [ 390/390]  Time: 0.596 (1.330)  Loss:  6.6281 (6.9489)  Acc@1:  0.0000 ( 0.0820)  Acc@5:  1.2500 ( 0.5620)
Current checkpoints:
 ('./output/train/20221020-233150-ViTAE_basic_Small-224/checkpoint-0.pth.tar', 0.082)

Train: 1 [   0/10009 (  0%)]  Loss:  6.803717 (6.8037)  Time: 13.462s,    9.51/s  (13.462s,    9.51/s)  LR: 2.590e-05  Data: 12.754 (12.754)
Train: 1 [  50/10009 (  0%)]  Loss:  6.854577 (6.8641)  Time: 0.663s,  192.98/s  (1.504s,   85.10/s)  LR: 2.590e-05  Data: 0.016 (0.834)
Train: 1 [ 100/10009 (  1%)]  Loss:  6.868598 (6.8682)  Time: 0.681s,  187.93/s  (1.359s,   94.19/s)  LR: 2.590e-05  Data: 0.018 (0.686)
Train: 1 [ 150/10009 (  1%)]  Loss:  6.864591 (6.8650)  Time: 0.661s,  193.68/s  (1.342s,   95.40/s)  LR: 2.590e-05  Data: 0.019 (0.672)
Train: 1 [ 200/10009 (  2%)]  Loss:  6.801943 (6.8627)  Time: 0.682s,  187.65/s  (1.341s,   95.48/s)  LR: 2.590e-05  Data: 0.019 (0.673)
Train: 1 [ 250/10009 (  2%)]  Loss:  6.792487 (6.8612)  Time: 0.692s,  184.94/s  (1.320s,   96.99/s)  LR: 2.590e-05  Data: 0.026 (0.652)
Train: 1 [ 300/10009 (  3%)]  Loss:  6.882941 (6.8565)  Time: 0.679s,  188.59/s  (1.302s,   98.32/s)  LR: 2.590e-05  Data: 0.019 (0.635)
Train: 1 [ 350/10009 (  3%)]  Loss:  6.853035 (6.8545)  Time: 0.685s,  186.76/s  (1.282s,   99.87/s)  LR: 2.590e-05  Data: 0.019 (0.614)
Train: 1 [ 400/10009 (  4%)]  Loss:  6.855300 (6.8504)  Time: 0.685s,  186.83/s  (1.266s,  101.10/s)  LR: 2.590e-05  Data: 0.017 (0.599)
Train: 1 [ 450/10009 (  4%)]  Loss:  6.663585 (6.8472)  Time: 0.684s,  187.02/s  (1.267s,  101.01/s)  LR: 2.590e-05  Data: 0.018 (0.599)
Train: 1 [ 500/10009 (  5%)]  Loss:  6.826790 (6.8430)  Time: 0.680s,  188.21/s  (1.258s,  101.74/s)  LR: 2.590e-05  Data: 0.018 (0.590)
Train: 1 [ 550/10009 (  5%)]  Loss:  6.894864 (6.8411)  Time: 0.678s,  188.74/s  (1.246s,  102.72/s)  LR: 2.590e-05  Data: 0.019 (0.579)
Train: 1 [ 600/10009 (  6%)]  Loss:  6.757113 (6.8373)  Time: 0.672s,  190.44/s  (1.239s,  103.33/s)  LR: 2.590e-05  Data: 0.017 (0.572)
Train: 1 [ 650/10009 (  6%)]  Loss:  6.849437 (6.8340)  Time: 0.678s,  188.79/s  (1.245s,  102.80/s)  LR: 2.590e-05  Data: 0.019 (0.578)
Train: 1 [ 700/10009 (  7%)]  Loss:  6.817555 (6.8314)  Time: 0.681s,  188.08/s  (1.239s,  103.33/s)  LR: 2.590e-05  Data: 0.018 (0.571)
Train: 1 [ 750/10009 (  7%)]  Loss:  6.867785 (6.8281)  Time: 0.679s,  188.44/s  (1.227s,  104.28/s)  LR: 2.590e-05  Data: 0.019 (0.560)
Train: 1 [ 800/10009 (  8%)]  Loss:  6.728288 (6.8244)  Time: 0.690s,  185.41/s  (1.216s,  105.26/s)  LR: 2.590e-05  Data: 0.019 (0.549)
Train: 1 [ 850/10009 (  8%)]  Loss:  6.795727 (6.8214)  Time: 0.689s,  185.83/s  (1.214s,  105.42/s)  LR: 2.590e-05  Data: 0.017 (0.546)
Train: 1 [ 900/10009 (  9%)]  Loss:  6.650118 (6.8170)  Time: 0.998s,  128.20/s  (1.213s,  105.53/s)  LR: 2.590e-05  Data: 0.019 (0.544)
Train: 1 [ 950/10009 (  9%)]  Loss:  6.755816 (6.8131)  Time: 0.742s,  172.49/s  (1.208s,  105.92/s)  LR: 2.590e-05  Data: 0.019 (0.540)
Train: 1 [1000/10009 ( 10%)]  Loss:  6.753229 (6.8111)  Time: 0.679s,  188.54/s  (1.201s,  106.55/s)  LR: 2.590e-05  Data: 0.018 (0.532)
Train: 1 [1050/10009 ( 10%)]  Loss:  6.718308 (6.8083)  Time: 0.683s,  187.39/s  (1.202s,  106.53/s)  LR: 2.590e-05  Data: 0.018 (0.532)
Train: 1 [1100/10009 ( 11%)]  Loss:  6.730368 (6.8054)  Time: 0.700s,  182.88/s  (1.196s,  107.00/s)  LR: 2.590e-05  Data: 0.019 (0.527)
Train: 1 [1150/10009 ( 11%)]  Loss:  6.680818 (6.8018)  Time: 0.676s,  189.32/s  (1.195s,  107.10/s)  LR: 2.590e-05  Data: 0.016 (0.525)
Train: 1 [1200/10009 ( 12%)]  Loss:  6.731144 (6.7994)  Time: 0.737s,  173.57/s  (1.195s,  107.15/s)  LR: 2.590e-05  Data: 0.018 (0.524)
Train: 1 [1250/10009 ( 12%)]  Loss:  6.878416 (6.7975)  Time: 0.682s,  187.75/s  (1.195s,  107.10/s)  LR: 2.590e-05  Data: 0.017 (0.525)
Train: 1 [1300/10009 ( 13%)]  Loss:  6.776617 (6.7948)  Time: 0.682s,  187.80/s  (1.192s,  107.39/s)  LR: 2.590e-05  Data: 0.019 (0.521)
Train: 1 [1350/10009 ( 13%)]  Loss:  6.798167 (6.7929)  Time: 0.699s,  183.16/s  (1.191s,  107.44/s)  LR: 2.590e-05  Data: 0.019 (0.521)
Train: 1 [1400/10009 ( 14%)]  Loss:  6.619493 (6.7899)  Time: 0.680s,  188.36/s  (1.191s,  107.44/s)  LR: 2.590e-05  Data: 0.018 (0.520)
Train: 1 [1450/10009 ( 14%)]  Loss:  6.680659 (6.7874)  Time: 0.679s,  188.40/s  (1.191s,  107.47/s)  LR: 2.590e-05  Data: 0.018 (0.520)
Train: 1 [1500/10009 ( 15%)]  Loss:  6.792337 (6.7851)  Time: 0.687s,  186.44/s  (1.192s,  107.42/s)  LR: 2.590e-05  Data: 0.019 (0.521)
Train: 1 [1550/10009 ( 15%)]  Loss:  6.716979 (6.7822)  Time: 0.676s,  189.39/s  (1.192s,  107.36/s)  LR: 2.590e-05  Data: 0.019 (0.521)
Train: 1 [1600/10009 ( 16%)]  Loss:  6.591625 (6.7796)  Time: 0.675s,  189.56/s  (1.196s,  107.05/s)  LR: 2.590e-05  Data: 0.017 (0.525)
Train: 1 [1650/10009 ( 16%)]  Loss:  6.780571 (6.7768)  Time: 0.689s,  185.71/s  (1.196s,  107.01/s)  LR: 2.590e-05  Data: 0.018 (0.525)
Train: 1 [1700/10009 ( 17%)]  Loss:  6.725266 (6.7738)  Time: 0.737s,  173.68/s  (1.194s,  107.20/s)  LR: 2.590e-05  Data: 0.018 (0.523)
Train: 1 [1750/10009 ( 17%)]  Loss:  6.701756 (6.7719)  Time: 0.738s,  173.50/s  (1.190s,  107.52/s)  LR: 2.590e-05  Data: 0.019 (0.519)
Train: 1 [1800/10009 ( 18%)]  Loss:  6.749460 (6.7698)  Time: 0.672s,  190.34/s  (1.192s,  107.43/s)  LR: 2.590e-05  Data: 0.018 (0.521)
Train: 1 [1850/10009 ( 18%)]  Loss:  6.797005 (6.7680)  Time: 0.744s,  172.00/s  (1.190s,  107.55/s)  LR: 2.590e-05  Data: 0.019 (0.519)
Train: 1 [1900/10009 ( 19%)]  Loss:  6.540096 (6.7656)  Time: 0.725s,  176.66/s  (1.188s,  107.73/s)  LR: 2.590e-05  Data: 0.025 (0.517)
Train: 1 [1950/10009 ( 19%)]  Loss:  6.720326 (6.7636)  Time: 0.681s,  187.83/s  (1.189s,  107.69/s)  LR: 2.590e-05  Data: 0.018 (0.517)
Train: 1 [2000/10009 ( 20%)]  Loss:  6.575682 (6.7612)  Time: 0.684s,  187.08/s  (1.192s,  107.41/s)  LR: 2.590e-05  Data: 0.022 (0.520)
Train: 1 [2050/10009 ( 20%)]  Loss:  6.736119 (6.7584)  Time: 0.684s,  187.09/s  (1.191s,  107.46/s)  LR: 2.590e-05  Data: 0.018 (0.520)
Train: 1 [2100/10009 ( 21%)]  Loss:  6.712440 (6.7565)  Time: 0.689s,  185.65/s  (1.190s,  107.58/s)  LR: 2.590e-05  Data: 0.019 (0.519)
Train: 1 [2150/10009 ( 21%)]  Loss:  6.543320 (6.7544)  Time: 0.690s,  185.40/s  (1.188s,  107.74/s)  LR: 2.590e-05  Data: 0.018 (0.517)
Train: 1 [2200/10009 ( 22%)]  Loss:  6.591227 (6.7525)  Time: 0.693s,  184.72/s  (1.196s,  107.07/s)  LR: 2.590e-05  Data: 0.019 (0.524)
Train: 1 [2250/10009 ( 22%)]  Loss:  6.732334 (6.7504)  Time: 0.679s,  188.50/s  (1.196s,  107.05/s)  LR: 2.590e-05  Data: 0.018 (0.525)
Train: 1 [2300/10009 ( 23%)]  Loss:  6.557200 (6.7483)  Time: 0.683s,  187.35/s  (1.195s,  107.08/s)  LR: 2.590e-05  Data: 0.019 (0.524)
Train: 1 [2350/10009 ( 23%)]  Loss:  6.660988 (6.7467)  Time: 0.688s,  186.18/s  (1.195s,  107.15/s)  LR: 2.590e-05  Data: 0.024 (0.523)
Train: 1 [2400/10009 ( 24%)]  Loss:  6.654245 (6.7450)  Time: 0.741s,  172.68/s  (1.196s,  107.03/s)  LR: 2.590e-05  Data: 0.019 (0.524)
Train: 1 [2450/10009 ( 24%)]  Loss:  6.632267 (6.7428)  Time: 0.679s,  188.53/s  (1.195s,  107.15/s)  LR: 2.590e-05  Data: 0.019 (0.523)
Train: 1 [2500/10009 ( 25%)]  Loss:  6.720880 (6.7408)  Time: 0.687s,  186.28/s  (1.194s,  107.19/s)  LR: 2.590e-05  Data: 0.018 (0.522)
Train: 1 [2550/10009 ( 25%)]  Loss:  6.539452 (6.7390)  Time: 0.684s,  187.21/s  (1.193s,  107.25/s)  LR: 2.590e-05  Data: 0.020 (0.521)
Train: 1 [2600/10009 ( 26%)]  Loss:  6.546766 (6.7371)  Time: 0.685s,  186.89/s  (1.193s,  107.25/s)  LR: 2.590e-05  Data: 0.018 (0.522)
Train: 1 [2650/10009 ( 26%)]  Loss:  6.492927 (6.7357)  Time: 0.689s,  185.80/s  (1.193s,  107.31/s)  LR: 2.590e-05  Data: 0.018 (0.521)
Train: 1 [2700/10009 ( 27%)]  Loss:  6.691717 (6.7344)  Time: 1.070s,  119.57/s  (1.195s,  107.12/s)  LR: 2.590e-05  Data: 0.018 (0.523)
Train: 1 [2750/10009 ( 27%)]  Loss:  6.690872 (6.7330)  Time: 0.736s,  174.02/s  (1.196s,  107.04/s)  LR: 2.590e-05  Data: 0.019 (0.524)
Train: 1 [2800/10009 ( 28%)]  Loss:  6.728709 (6.7309)  Time: 0.681s,  187.86/s  (1.196s,  107.01/s)  LR: 2.590e-05  Data: 0.018 (0.524)
Train: 1 [2850/10009 ( 28%)]  Loss:  6.764720 (6.7293)  Time: 0.684s,  187.20/s  (1.195s,  107.11/s)  LR: 2.590e-05  Data: 0.018 (0.523)
Train: 1 [2900/10009 ( 29%)]  Loss:  6.679698 (6.7274)  Time: 0.685s,  186.97/s  (1.197s,  106.90/s)  LR: 2.590e-05  Data: 0.019 (0.525)
Train: 1 [2950/10009 ( 29%)]  Loss:  6.656688 (6.7257)  Time: 0.679s,  188.50/s  (1.195s,  107.12/s)  LR: 2.590e-05  Data: 0.017 (0.523)
Train: 1 [3000/10009 ( 30%)]  Loss:  6.777583 (6.7243)  Time: 0.678s,  188.68/s  (1.196s,  107.02/s)  LR: 2.590e-05  Data: 0.019 (0.524)
Train: 1 [3050/10009 ( 30%)]  Loss:  6.657538 (6.7226)  Time: 0.678s,  188.92/s  (1.194s,  107.17/s)  LR: 2.590e-05  Data: 0.018 (0.522)
Train: 1 [3100/10009 ( 31%)]  Loss:  6.741218 (6.7213)  Time: 0.720s,  177.67/s  (1.193s,  107.34/s)  LR: 2.590e-05  Data: 0.019 (0.520)
Train: 1 [3150/10009 ( 31%)]  Loss:  6.640269 (6.7193)  Time: 0.685s,  186.77/s  (1.191s,  107.44/s)  LR: 2.590e-05  Data: 0.018 (0.519)
Train: 1 [3200/10009 ( 32%)]  Loss:  6.419548 (6.7178)  Time: 0.683s,  187.41/s  (1.190s,  107.53/s)  LR: 2.590e-05  Data: 0.018 (0.518)
Train: 1 [3250/10009 ( 32%)]  Loss:  6.516952 (6.7164)  Time: 0.682s,  187.72/s  (1.190s,  107.61/s)  LR: 2.590e-05  Data: 0.019 (0.517)
Train: 1 [3300/10009 ( 33%)]  Loss:  6.702585 (6.7145)  Time: 0.688s,  186.17/s  (1.188s,  107.73/s)  LR: 2.590e-05  Data: 0.021 (0.516)
